	text	category
2041	 Pwolimpadam	Negative
2042	 Trailer kandpo thnne film poi kaanan thonnindu	Positive
2043	 #Stephen Nedumbally nte aalkkar ivde ndo ...  #oru like koduthe	unknown_state
2044	 1:01 aaa shadow prithviraj alle? 🤔🤔🤔	unknown_state
2045	 lalettaa...yudham nanmayum nanmayum tammilalla... Tinmayum tinmayum tammil aanu..	unknown_state
2046	 Mamangam katta waiting... Trailer powlichu ikka oru rakshayum illa	Positive
2047	 Yanthiranil Rejini Annan robot aayi abhinayichu ennal robotinte koode abhinayicha asaadyapradhibha nammude swantham dhamu Aliyan	Positive
2048	 Muvattupuzha KL 17 machan maru Like	unknown_state
2049	 Oru 25-30 Million Views engillum ee trailerinu kittanam !	unknown_state
2050	 Lallettaaa polichhuu uff ejjaadi look trailer polichuu	Positive
2051	 Best wishes mammookka&team. Van vijayam aakkatte enn prathikkunnu	Positive
2052	 All the best laletta ithrem naalum kaliyiakiya naavu kondu parayuva all the BEST	Positive
2053	 D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.	Positive
2054	 Classinu class maassinu mass ijjaathi item raaju ettan      & mammookka	Positive
2055	 Jayettanu eduthal pongayha role aan...next idi	Positive
2056	 Mohal lal aa filmil thovinone kaanunne polum illaa...aa filmil mohanlalinde aniyanaanh...yendh aniyan...prrrrr...kaanunne poolum illaa	unknown_state
2057	 Mass pakka mass lalettaaa #poli	Positive
2058	 Abraham Qureshi yanno udheshichee PWOLLICHU PWOLLICHU PWOLLICHU	unknown_state
2059	 Lalettan polichu Pani ariyanunna Mon thanna rajuvettan	Positive
2060	 enthokeyo evdakayo oru thakarar pole... ennalum kolaam...	Mixed_feelings
2061	 MADHURA pazhaya kochiyallennari \r yaam..pakshe RAJA pazhaya RAJA\r tanneaa.	unknown_state
2062	 Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich  Ikkaaa polich Ikka bakthan	Positive
2063	 Pokkiri raja yil siddique inte kayi vettiyirunnu.. Ithil angane onnum thonnunilelo	unknown_state
2064	 Illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..	Negative
2065	 Aaa urumi scene akum ettavum kooduthal kayyadi nedunnath	Positive
2066	 Malayala cinemakke oru pudiya yuva nadanekkoode kittaan pookunnu.  Waiting	Positive
2067	 trailar um padavum vere annello ethe ennaaa	Positive
2068	 Mammukka verum vishayam engneru eth enthonn chyuvanentho prayam koodum thorum glamour koodunundallo daivame	Negative
2069	 Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki	Positive
2070	 Triler kollam... but anu sithara.... kolamakum... seriel dialogu pole parayunnund anu sithara	Mixed_feelings
2071	 Ini yandokkee kananam sho yanikku vayyyaaa	unknown_state
2072	 Fight scene marana maasss repeat  adich kanuva	Positive
2073	 Thakarthutto...  Onnalla orupaadu kaaranangalaa...  ith thakarkkum...	Positive
2074	 ikkante eazhrikath varilla ikkante varunnu kunjali marakkar  WAITING IKKA POLIKKUM	Negative
2075	 Lalettaaa sahikkunnillaa waiting for you.... Stephen.....	Positive
2076	 Pinnne Bgm adipoli ikkayude nadatham koodi aavumbo parayandallo	Positive
2077	 Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa	Positive
2078	 innale 7 Mani muthal Kath Kath ninnu trailer nu vendi.....thakarppan trailer .... love you mammukkaaaaaa	Positive
2079	 Njagade lalettanum manju  chechiyum kolamass jodi annu.	Positive
2080	 enthu oola trailer aanu ithu. poor dialogue delivery	Negative
2081	 Oru pandi comedy pandum pole unnd	Mixed_feelings
2082	 Kalki Kalakki Achayane innu Mannarkadinnu kande ollu...appo ithreyum pradheeshichilla	Positive
2083	 Yessss the Lion returnzzzzz...kattaa waitingggg ikkkaaaaa	Positive
2084	 New gen govt piller powliennulavar like	unknown_state
2085	 Hollywood level mass ithanu makkale trailer	Positive
2086	 Mass entertainment... oru rekshayum illa... pwoli...	Positive
2087	 ikkaaaaa     jeevannn	Positive
2088	 Lucifer polichadakki kazhinchu enne thonunnavar like adikk makkale..	unknown_state
2089	 17 k views 118 k like ??	unknown_state
2090	 Pazhashirajayude aduttonnum itu varilla.itu bahubalida copiyadi	Mixed_feelings
2091	 Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...	Negative
2092	 Swondham appane kandal adikunnavanmara ithinoke dislike adikunne. Adichondu avide irikathe ullu. Ivide ettanm pillerum stronga dbl strong	Negative
2093	 Repeat adichu kanunnavar  ivide like അടിച്ചേ..	unknown_state
2094	 Njn epo 100 vattam kandu ningalo?	Positive
2095	 Njanum oru ikka fan ann  Pashe sambavam polichu	Positive
2096	 Look kandappol surajettan serios anenna thoniyath angeru polya pand behalam vechu comedy kanikkum ippo silentay kanikkum	Positive
2097	 Trail luciferinte athra illelum.... Padam heavy aaayirikum.....	Mixed_feelings
2098	 E polippan trailerinokke dislike adichathu ethu keedangallannavo... kuru pottal ippazhe thundangi....	Negative
2099	 50 il Kooduthal Kandavarkku Like adikkam	unknown_state
2100	 Water mark onnum ilaatha print illee???	unknown_state
2101	 192K Views	Positive
2102	 Ufff  ejjathi nte ponn ikka. MAMMOOKKA UYIR	Positive
2103	 MEGASTAR  fans oru like adi	unknown_state
2104	 Enter perilum oru film..athum njn Canadel	unknown_state
2105	 Model School 🤩🤩🤩 Romanjam  Trivandrum	Positive
2106	 Raja varunnu Maniyayi.  Rajamani	Positive
2107	 Oru pucca classical ikka padam...vadakka veergatha orma vannu.  ...	Positive
2108	 Viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum..  ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak	Positive
2109	 Coppy ful Best actor polinhju kuthupala Edukkum	Negative
2110	 Fight scenes muzhuvan hvy  aayittind	Positive
2111	 Mammootty apol guest role ann alle	unknown_state
2112	 Ichyaaaa polich nanum indu ee moviel kalki 🤩	Positive
2113	 Lucifer 100 cr collection adikkumegil adi like	unknown_state
2114	 Trailer mass marana mass... Ini screen il... Padam kanan njnm undkum	Positive
2115	 Ikka fans like butten adich pottik	unknown_state
2116	 Poooi mekkele ayidiya kollam ketto... Thaneermethan theernu mekkele...	unknown_state
2117	 Doll inte bgm ishtappettavar like adikk	unknown_state
2118	 Trailer ennokke paranjal ithanu... ejjatji item	Positive
2119	 1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..	Mixed_feelings
2120	 Dado Girija	Mixed_feelings
2121	 Parayan thudangiya pande 30 varshathe karyam parayandi varum	unknown_state
2122	 IKKADE Aniyanmar pani tudangi makkale....  neerali 24 Dayz 23K like #Abtsntikl 14 Hours 43K lyk	unknown_state
2123	 Itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente Oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..	Mixed_feelings
2124	 Tralier 20yil kudthall kandavarr hit like	unknown_state
2125	 Ente kuttikkalathu ente nattil undayirunnu ..odiyannnn	unknown_state
2126	 Appo 21 kanum   Uff poli item	Positive
2127	 Unda enna perittappo parihasicha priyadarshanu kod urundaa	Negative
2128	 God marichu ene paranjit ole part karinje oru k.g.f feel thonni	Mixed_feelings
2129	 Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.	Mixed_feelings
2130	 oru charithra cinimakku venda 3 kariyangal illa	Negative
2131	 Pazhassi raja poloru padam pratheekshikkunnu. From unni-ikka combo	unknown_state
2132	 Maoist alla Maoistnte apanae varee  nammal  putikum all the best mammoka  & unda movie team	Positive
2133	 id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan)	Positive
2134	 Vishak sir 6.pm n trailer idu	unknown_state
2135	 Pooram kaanathe dislike adichavarkk  #naduviral pranaamam	Negative
2136	 Mammookka fight ohh romam ezhunetu nililkkum	Positive
2137	 Katta waitingRaju eattan tovino  lallettan	Positive
2138	 trailer review ellavarum kand nokku	unknown_state
2139	 machaa.......aa BGM ente manasill angottu keri polipolikukayaanu	Positive
2140	 Aarada dislike adikkane ethil entha kuzhappam	Negative
2141	 ഇവാൻ  spycho aaadaaa    Ente epono ijathi	Positive
2142	 Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation	Positive
2143	 Venanki 6:00 manik release cheyam ketto!	unknown_state
2144	 Lucifer trailer enne vandi wait chayunnavr like	unknown_state
2145	 Ith polikkum kanditt oru atom bombin vakayundd	Negative
2146	 Ethe pulimuruganta music aanallo full enthayalum mamookka polichu	Mixed_feelings
2147	 njan mammukka fan aan yennalum parayaa lalettan mathrame ithokke kazhiyu adheham oru loka nayakanan oru simham	Positive
2148	 Lalettan ishttam.. Rajuettan ishttam!! Murali Gopi's script	Positive
2149	 Nerathe irakkiya bomb kadha tanne..  atleast nedumudi venu te dialogue enkilum mati pidikamayirunnu....	Mixed_feelings
2150	 Character eakadesham same Aaanallo Vyshakh sir	Mixed_feelings
2151	 ഹാങ്ങ്‌ ആയി 462k viewsil  ninn neengunilla	unknown_state
2152	 Addddiiiiipolliiiii.....marana masss.....oru sakshem illa....lalettande kidu look.....🤩🤩	Positive
2153	 Like adi   kandu maduthavar like adi	unknown_state
2154	 Stuck in an elevator.. atreulli katha🤣🤣	unknown_state
2155	 4million views 300k likes Record Breaker Ettan da	unknown_state
2156	 Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	Positive
2157	 Mammooka fans vedipooram .. vanne .. Adi like makkale	unknown_state
2158	 ( ( ( KIDILOSKI   ) ) ) )	Positive
2159	 Ethu kandappol KGF orma vannathu enikku matram ano? ??	unknown_state
2160	 Puchivhavarkulla marupadi athum triple strongill ikka ishtam	Positive
2161	 Arelenkilum oru kuprasidha payyan ful move link undo	unknown_state
2162	 Like kand anthaaalichh vannavar adi like	unknown_state
2163	 Onnil koodutal tavana kandavar adi like	unknown_state
2164	 Linto kurian fans  jayasurya nte career le super trailer	Positive
2165	 Fanism baadhicha Kore malaranmaar dislike adikkunnu...	Negative
2166	 Raajayum pillerum triple strong ennu teaseril. Prithvirajinte oru cameo manakkunnu.	Positive
2167	 Ikkante voice kelkumbo thanne romanjam.. bakki pinne parayannoo.... Ikka ningal vere level annu	Positive
2168	 Kidukkachi  Ingane venam mass kaanikkaan allathe alari vilichaal mass aavilla	Positive
2169	 bgm kollam greater father ila villianila poola	Positive
2170	 Ikka ingalu polichu vere level	Positive
2171	 Aa traileril Nakul Thampiye shradhichath njn maathram aano ???  Mammookka ingal muthaan.Kann edukaane pattunnillaa.... #Mammukka ishttam	Positive
2172	 Jaikkanayi kacha kettiya erakkamm aann....   Kachakettiyirangia jaichee sheelamolluu.....	unknown_state
2173	 Ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo  Ennalum njn Kannan pokkum Karanam ente RS 100 kedakkate padathinu	Negative
2174	 Kalu odinja sidheeq veendum policayi	unknown_state
2175	 Poi balalsangam chyum allenki petrol ozhichu kathikum....	unknown_state
2176	 mmmm  athum  theerumanam aaayi...	unknown_state
2177	 Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu	Positive
2178	 LALETTAN fan Anu  ennalum  IKKA  NiNGAL  vere LEVEL	Positive
2179	 polich ikkkkkkaaaaaaaaaa  kola maaaaaaaaaaas  marana maaaaaaaaaaaaas  triple maaaaaaaaaaaaaaas	Positive
2180	 Ee cbse mammunji pellare etra muttiyalum goven ment schollela pellaruda adute atella	Negative
2181	 you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum	unknown_state
2182	 Dislike chydha appa illaathavanmmaar bloody fools	Negative
2183	 Live nalathupoleee umbichuuu koray net kalanjuuui	Negative
2184	 Vaan Trailer .... laleetta nigga Oru jinn Aanu kettoo.....mass voice	Positive
2185	 Ee padam vijayikummennu orruppullavar adi oru like	Positive
2186	 Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa	Positive
2187	 Laleetanu ikka fansite  Best of luck	Positive
2188	 ethra trolliyaaaalum eee trailer oru sambavaaayindee	Positive
2189	 Ithu kandit romancham vannar dha ivde oru like adiche	unknown_state
2190	 Ikka d e mass Singapore il release undo	unknown_state
2191	 Mammookka fans onnh like adicch po	unknown_state
2192	 Filim kandapol onnu koodi trailer kannanam ennu thonni...ettan mass ka bap	Positive
2193	 Comedy cheyan Oru prethaka kazhivu vennam athu surajinu ilaaa. Full chali aytaanu thonnanee	Negative
2194	 Mammoty and unnimukunthan yemma freak alle	unknown_state
2195	 Viswasam Pola irukkunu Adi poli congratulations	Positive
2196	 pirates of caribian Alle etu atanta angana	unknown_state
2197	 Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....	Positive
2198	 Oh enna kondu vayya I am katta waiting	Positive
2199	 release nalle....kanaan povvunnavar ...plzz like...palettan katta fans	unknown_state
2200	 Maduraraja enna comedy padam 300Kodi varum	Positive
2201	 Ikka         L V  U	Positive
2202	 Ineeem ineem poy kanan thonnuvaaa	Positive
2203	 Njn oru 8 thavanayengilum kanditundagum Sathyam athrakkum oru ishtapett poi trailer  Tnx rajuveta	Positive
2204	 August 8 ee padam powder powdered avum yennu vecha podi podikkkunn i am writing kalki	Positive
2205	 Mammookka porichu...salim kumarinte comedy kalakki	Positive
2206	 Uyirr  Ikka  Luv u lot  #HBD .....	unknown_state
2207	 Odiyanu shesham adhe jodi manju &lal	unknown_state
2208	 Njan oru lalettan fan allengilum trailer kandappo...ee film kalakkum orappa....mega super hit aagum....urappe..	Positive
2209	 Lalettan  double  role  avan  sathyathayundu	unknown_state
2210	 gopi anna polichu bgm BIG B ku shesham  veendum kidu	Positive
2211	 Mamankam Trailer Kandathinu shesham Lucifer Trailer kanan vannavar undo ?	unknown_state
2212	 Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum	Positive
2213	 Poliche...ithoru poli polikkum ...laletta ingalu muthaanu...	Positive
2214	 Ee Trailer 2.05 sec olluyegilum orupaadu scenes und	unknown_state
2215	 Njan oru lalettan fan alla but ee teaser orupadishtamayi	Positive
2216	 katttttttttta wtng aadhyamaaayi dileepinte flm wtng aaanu njn.	Positive
2217	 Kidukkii mammukaaa kidukii odukathe mass bgm	Positive
2218	 Ente ponno pwoli super raju etta lalettan	Positive
2219	 pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........BGM oru rekshayum illaaa	Positive
2220	 Katta waiting 28  FDFS  SON OF DEVIL	Positive
2221	 Adaaar adaaar adaaaar what a trailer it was damn	Positive
2222	 Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure	Positive
2223	 Laalettan fan aaan.. ennaalum ee padam Oru vijayam aakanam enn agrahikkunnavar like adiche	unknown_state
2224	 Nte ponnnikkkka ingal njgal fansin oru oyivum tharillley	Positive
2225	 Kitti njangalak njagade aa pazhaya lalettane thirichu kitti	Positive
2226	 4 M views aayonne nokkaan vannavar undo???? 🤔	unknown_state
2227	 Ithokke cheyyumpo mamookkakku	Positive
2228	 iyalith verthe parayuvaan puthumukha samvidhayakan aanenn	Positive
2229	 degrading illel manyamaayi odiyekkavinna movie anennu thonnunnu!!	Mixed_feelings
2230	 Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam	Positive
2231	 Triple strong aane makkale rajayum rajayude pillerum	Positive
2232	 thrissur aano oral must aaan aaarennu parayaaamoooo.....	unknown_state
2233	 Sunny chechiye Kannan vannavar Eveda onnu like adukku.	Positive
2234	 AGE is A just number  pakka herooooo	Positive
2235	 Kidukkachi  ...katta waiting 4 Pooram....vijil polichu	Positive
2236	 August 8akan mutti nilkkunnatuu njan matramanoo????	unknown_state
2237	 Ithill vineeth sreenivasan aayirikkum negative role.. Nokkiko..	unknown_state
2238	 Love u lalettaaa ... prithviraj	Positive
2239	 ENTE PONNO ORU RAKSHAYUM ILLA KIDU BGM	Positive
2240	 Rajayude mel Stefen vijayichenn karuthunnavar Like	unknown_state
2241	 Trailer kidukki.but screen ratio kuranjath kond vallatha irritation thonnunnu	Mixed_feelings
2242	 Padam kandavarude pradhana preshanam endhennal...     Veendum veendum padam kanan thonnum  addicted! L	Positive
2243	 Mamangam keralathinte maathram charithramayi nilanilkenda onnalla.. ee dheerathayude kadha lokham muzhuvanum a ariyanam	Positive
2244	 E padam polikkum allee  mammookkaa fans nammakullathaaanu e padam	Positive
2245	 1:58 ' Vaada ( വാടാ) Ho  Goosebumps.....	unknown_state
2246	 Trailer kandittu dquntea Instagram  post kandappo ..dqi vayazyapolea thonnanu ..mammukkaaa🥰🥰🥰🥰	unknown_state
2247	 last le aa idi ntammooo Range saanam	Positive
2248	 Prithviraj sukumaran  fans come here	unknown_state
2249	 Bb sure... katta ikka fan.. fdfs locked	Positive
2250	 polichu kidu bgm suspense niracha kidilan trailer	Positive
2251	 Ikkakk Happy birthday parayan vannavarr adikk makkale like	unknown_state
2252	 Lalettan paranjakond vannu kandu istappettu like adichu pokunnu	Positive
2253	 Aduta 200 Cr club movie for lalattan	Positive
2254	 Huge support kanaum alla lalettan fanail ninum.	Positive
2255	 Kollam. Short film polend. Vere vallo panikkm po man	Negative
2256	 Inghakk prayam 68ann ??? Prayam verum akangall enn thelikunna nadana vismayam	unknown_state
2257	 Marana mass lalettan fan aanennu parayumbol abhimaanam..	Positive
2258	 Romanjifikation katta waiting lalletan fan dubaiiiiiii	Positive
2259	 Madhuramilatha raja ettadi mari ith item vereya LUCIFER	Negative
2260	 10 million ayannu nokkan vannavar arokke und ivide	unknown_state
2261	 #mamangam 2019 It will be an epic. Mammukka uyir	Positive
2262	 10 l kudutal tavane kandavar arokke und	Positive
2263	 Bro full support rock man allel	Positive
2264	 Keep watching trending list 1il akkanam	unknown_state
2265	 Aaaro paranj cheyyipikunnadh pole  rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh	Negative
2266	 Mammookka fans like ivde Adi makkale	unknown_state
2267	 Ith hang ano.. kure neram aayit views il change ilallo	unknown_state
2268	 Ente ponno our reksha illa ...  Nammade ettan powlichu	Positive
2269	 Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU	Mixed_feelings
2270	 Oru onnonnara item varunnundu ready ayi ko makale...luving mammookka..	Positive
2271	 17k views - 123k likes is this hacking 🧐	unknown_state
2272	 Ee padam  mammootyiku  kodukanam  ithilum adipoli ayirikkum    Pakshe  ivide mandatharam sambavichu  kashttamayipoyi	Negative
2273	 7 അടിച്ചല്ലേ Na thalayallada...  Thalayedukaravandaaaaaa.....  #Neduballi stephen	unknown_state
2274	 Ikka polichu movie Si Mani sir	Positive
2275	 Lucifer  Lalettan polikkumm Kerala Abhimanam Lalettan	Positive
2276	 Nanjankotta ennu ee film nu per idaamayirunnu	unknown_state
2277	 petr hein ellam same stunt style anu..luciferil ayale vaykathirunond karymay	Mixed_feelings
2278	 Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.	Negative
2279	 Ntikkaa ingal age 67 aano atho......off myaarakam...ummmaaah	Positive
2280	 Evideyo KGF orma varunathu eniku matramano!! 🤔 Music aano...story oralde maranavum villan marde ennavum.. entho..	Mixed_feelings
2281	 90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla	Positive
2282	 Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano	Mixed_feelings
2283	 Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entrtainer rajuetta.. Muthe	Positive
2284	 Kolla mass trailer  By lalletan fan	Positive
2285	 152k views in 38 minutes 107k likes. Lalettan magic	Positive
2286	 19k views & 134K likesum 🤔 Ente mobile mattan time ayi..	unknown_state
2287	 Ethu polikum njanumanta family realsinta annu thana pokum	Positive
2288	 Trailor kandu kazhinjavar ini e Kerala cafe channeliloot varika	unknown_state
2289	 Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്	Positive
2290	 Enthinaa chettaa ingane thala vetti vekkunnath . Mammukkante thala vallavanteyum kazhuthinu mukalil vekkumbol	unknown_state
2291	 Darmajan fans like   ad I makkale	unknown_state
2292	 Maraykkarum mamangavum oru pole kaathirikkunnavar like	unknown_state
2293	 sunny chechi fans like adi	unknown_state
2294	 enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa	Negative
2295	 All the best From a katta ettan fan	unknown_state
2296	 Trailer vere level last 30 seconds no reksa	Positive
2297	 Prayam koodumthorum Actionum Pulimurugan pinnil avo?	unknown_state
2298	 Ee trailer 10il kooduthal thavana kandathu njan maathram aano?	unknown_state
2299	 Lucifer ....	Positive
2300	 Tickets edukkan chaver akendi varoonna thonnunne	unknown_state
2301	 Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai	Negative
2302	 Introduction scenil ulla aale manassilayavar undo	unknown_state
2303	 malayala cinima ellam hollywood level ayo oh my god	Positive
2304	 Trailor kandappil padam pottumennu urappayi	Negative
2305	 Oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu	Positive
2306	 Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla	Negative
2307	 Njan padicha school. Alla lalettan padicha school	unknown_state
2308	 Pritivraj army kannan vannnavar adi like	unknown_state
2309	 Ee maha Ravanane Anganyonum othukan patilla Sideeqe	unknown_state
2310	 teaser vanapo nala pratheksha ayirunu trailer athu kalanju	Negative
2311	 Mass kaanikkan lalettante kazhinje ullo aarum annum innum	Positive
2312	 Ith kanditte IDI orma vannath enikku matramano??	unknown_state
2313	 Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty	Negative
2314	 Manju chechiye kaanan vanavar evide like	unknown_state
2315	 ennum eppozhum...... ikka ore pole..... double strong	Positive
2316	 E movie  super hitt urappa	Positive
2317	 Pwoli... By a katta lallettan fan	Positive
2318	 Egane ulla movie kal kaanan aanu ellavarum waite cheyunath	Positive
2319	 oh my god this is superbbbbb	Positive
2320	 Once a raja always a raja	unknown_state
2321	 Pwoliiiiii mammookka oru rekshem illa.. Best wishes	Positive
2322	 Appo bilal ee idakkonnum varulle Happy birthday ikka	unknown_state
2323	 Classum massum cherna oru onnonnara item	Positive
2324	 Oru yugam bharicha chakravarthiyude randam udayam	Positive
2325	 evannkk onnum vere pani ille poyy pani nokk ikka	Negative
2326	 Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..	Positive
2327	 Ith kollaaaam....kanda ooodayp trailer ne kalum ok far better...hiy avanee daiwamee...thall kuranj	unknown_state
2328	 Trailer kaanunna policekaare come one everybody!!	unknown_state
2329	 Madhura Raja Theme 8D Bgm  and share A katta mammuqa fann..	unknown_state
2330	 Vivek Oberoik dub chaiythirikunath nammade Vinneth chettan aanalo	unknown_state
2331	 Ikkaa fansinu hridhayathil sookshikkan.... Hatersinte annaakkil kodukkan... 2num pattiya item thanne aanu ith...	Positive
2332	 ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   Abrahaminte Santhathikal Kidu Status Video     Max	Positive
2333	 Ith ini Telugu padathinte dubbing anoyennu thonniyath enik mathramano?	unknown_state
2334	 14k dislike adicha oolakalk naduviral namaskaram	Negative
2335	 Enthanavo ee 256 windows kunjappanmar ....	unknown_state
2336	 Prithviraj Fans Like Adikkan ulla Comment	unknown_state
2337	 Ith dislike adicha polayadii makkalkk kunna namaskkaram	Negative
2338	 Innu november 21 e divasamavan ethra kathirunnu inni december 12nu kannam	unknown_state
2339	 Ikka da makale set traler nxt hit for ikka 4 ina row now	Positive
2340	 Ente ponnooo marakam iyyyoooo goosebumps  Kathirippinte kolamass trailer  Poli kidu kidolokidilan	Positive
2341	 Ithinum dislike adikkunnavar enth kanditta enne ariyilla..	Negative
2342	 Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund	Negative
2343	 Malayala sinimayile ore oru rajav ikka muthan	Positive
2344	 Late ayappo excitment koodyavar like adi	unknown_state
2345	 adipoli trailer . waiting madura raja	Positive
2346	 ettan fans ibdee common	unknown_state
2347	 Trailer kidukki  By a lalettan fan	Positive
2348	 Madhura Raja yil Madhuramaya Rani sunny chechi ne kaanaan katta waiting cheyyuntavar undo..?	unknown_state
2349	 Ettanta aniyanmarude vaka all the best ... ikka oru rakshayumilla	Positive
2350	 Idakkidakk vannu romaanjam kollunnavar like adi	Positive
2351	 Ente raju etten mwthanne......rajuvattente aa voice mathi .....pinne onnnum venda ...	Positive
2352	 car enu eragi nadakunath kandapol Bilal ena orma vanath enik matharam anoo	unknown_state
2353	 Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka.... Verukendath sankikale mathram.....🤗	Positive
2354	 Katta waitinggg....  lalettaaaaaaa.... Luv u so much..	Positive
2355	 Ayyo 11 vare wte  cheyyanamalloo	Negative
2356	 Madhraraja  ith ikkem ikkade pillerum pwolichadakkum	Positive
2357	 Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam	Negative
2358	 Powlichu Lalettan and Rajuvetttaaa 🤝🤝🤝🤝 thudangalle Tcr vedikkettu !!	Positive
2359	 Entammmoooo... Lalettaaannn fan here.......... Hnmmmmmm......  Ithu Pani aano???	unknown_state
2360	 ONKV ood neeraliii kandam vazhiii Ikka marana mass	Negative
2361	 Enii adeyude ideyude veddi purraaam........apppo pakalla 12 theatrl.....uff	Positive
2362	 Teaser kandu pradeekshayokke poyatharnu	Positive
2363	 Prakash Raj Ullatu kondu chelappo hit aavum	Mixed_feelings
2364	 Promo kand kili poya le njaan	unknown_state
2365	 Njan mathram aanoo comments vaayikkan viindum trailer edukkunnee	unknown_state
2366	 6.30 muthal kaathirikkukayaayirunnu  1st comment idaanulla bhagyam...ee Onam pwolikkum	Positive
2367	 Ettan fens undo undel edh pever aayi	unknown_state
2368	 53 55 sec repeat aduchu kandavar Evde like	unknown_state
2369	 Abinayan ithihaasam nammude mammooka yude katta fans likkikooo	unknown_state
2370	 Ithokke dislike adikkunavare kale vari adikkanam	Negative
2371	 10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam	Positive
2372	 Arokke 0:21 bigil first look kando	unknown_state
2373	 Prayam koodundorum soundaryam koodunna ore oraal.. Mammookka	Positive
2374	 Cinima kando kidu	Positive
2375	 Dislike adikuna olikal ellam odd kadam vazhi	Negative
2376	 Thaliyvaaaa      Ikkaaa vara level pwolichu	Positive
2377	 Spr     ikkkkkaaaaaa	Positive
2378	 Idhinde teasern verum 50k like ullu	unknown_state
2379	 1:07 iyalde kaalu vetiyathalle 1st partlu ....	unknown_state
2380	 Koode Nilkkunnavark Chunk Kodukkum 🤩🤩 PULLU GIRI 🤡🤡🤡🤡🤡	Positive
2381	 model schoolil padicha lalettan ille ee cinemayil	unknown_state
2382	 BEST WISHES TEAM  Abrahaminte Santhathikal	Positive
2383	 Sorry to say. Odukkathe kali aakathirunna mathiyayrunnu.	Mixed_feelings
2384	 Urumi valum adhu Pande mammukeke paranjedha	unknown_state
2385	 Kanji edukam samayam aayiee come on guys	unknown_state
2386	 Enthanavo manju warier kanumbol oru deshyam	Negative
2387	 Innale 9.30n kandu 154k aayrunnu views  Now....	unknown_state
2388	 Mastar peace um idupolokke thanneyanu makkale	unknown_state
2389	 ലാലേട്ടൻ പ്രിത്വിരാജ്   22K dislike vannenkil urapicho arkokkeyo kuru pottiyitund...  padam sure hit...	Negative
