	Unnamed: 0	Sentence	Label
6756	6756	ittichaayane innale kozhikodannu kanda leeii njaan	unknown_state
6757	6757	dislikes have no roles# 66k likes mathi	unknown_state
6758	6758	trailer ile bgm ishtamullavar like adi	unknown_state
6759	6759	mood pooyi mood pooyi, daa kadayadakkadaa baaril pookaam	unknown_state
6760	6760	abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna malayaliyude oru sokharya sambhavamanu ennum eppozhum all friends congratulation	Positive
6761	6761	ivide telug padangal vevoola mr twolinjo..	Negative
6763	6763	ullathu paranjaal eee padatthil oru pratheekshayumilla..	Negative
6764	6764	enthaa parayaa 68 aanu polum oru uluppu okke mande mammukka ingine yoke cheyyaamo	Negative
6765	6765	mass odiyan mass kollamass kattaa waiting kidilam	Positive
6766	6766	surajettan eee padam ingeduthu ennu parayaan paranju	Positive
6767	6767	linto kurien cuts kannan wait cheyyunnavar arokk	unknown_state
6768	6768	anurag kashyap padam pole ulla making..... peda item	Positive
6769	6769	ikkakkaano! ettanaano!  kooduthal view&like ulle enn nokkaan varunnavar ivde oru lyk idu.... 🤗	Positive
6770	6770	pazhaya kaala kallyaana viidiyoo 1990 kandunokku  fans video kaanu channel subscribe cheyu support cheyu	unknown_state
6771	6771	ittichane aadyame byjus kaar alle kaanichath	unknown_state
6773	6773	climax kutty swapnam kandathanennum alpam kazhinju swapnam alla nnu sthirikarikan enthelum traces i mean santa kodutha enthelum giftum avde kanum ...subham 🤐.  my random thoughts	unknown_state
6774	6774	ethi poy  sec nokki nikkunnavar adi muthe like	unknown_state
6775	6775	eee praayatthilum ingane oru roll cheyyaan kaanicha aaa dhairyam sammathichu mammookka	Positive
6776	6776	fbyil release aakiyittum youtubil trending n.o 1 undel lalettante range oohikam	Positive
6777	6777	ithu mohanlaalinte orupaadu padangalil ninnum vettiyeduthu koottichertthathaano	Negative
6778	6778	saanta intaru‍ naashanalu‍ ayirikkum ennu karuthi ninte aagrahangalu‍ local‍ aayirikkanam	unknown_state
6779	6779	taa....thallu kittiya aanungaleppole nerkkunere thalli theerkkanam ... athaa thrissurile oru reethi ....	unknown_state
6780	6780	ikka polichu tto ikka fans like here	unknown_state
6781	6781	nivin chettante carrier best performance   katta waiting phoor rajeev ravee frames	Positive
6782	6782	fdfs kandu randum kalpich poi kando bros 2 manikur aswadich kaanam	Positive
6783	6783	enthaanu...ingakku villan aavaanulla mind aanaa.??	unknown_state
6784	6784	enthaa baby mwolkuru shammi chiriii....	unknown_state
6785	6785	0:30 theatre ilaki mariyan povunna scene 🤗🤗	Positive
6786	6786	ettan fans ethra per ee padam kanan pokum ettan ishttam	Positive
6787	6787	oduvil sidhikku annan thannu alle rairs, mr. millennium.....	unknown_state
6788	6788	14k dislike adicha oolakalk naduviral namaskaram	Negative
6789	6789	chilappol ningal ellarum ee movie yuloode aarikum shine enna silwnt actor ne thirichariyunnath.  ennal eeda enna movie yiloode shine enneyu  ente manassil idam pidicha mahaaa nadananu	Positive
6790	6790	raju ettan villan aano ennu samshayikunnavar aarokke	unknown_state
6791	6791	njan padicha collegil njangal ettavum kooduthal odichittu talliyathu mechanical kare anu	unknown_state
6792	6792	vichaarichath pole allah.... sambhavam class aanu.......	Positive
6793	6793	1 day achu 5 million views kooda varla	unknown_state
6794	6794	sharafudheen trailer lu ilyaalo  athinartham vilian avan anenn aanno  ?	unknown_state
6795	6795	head phone vachu ksrtc ll irunnu eee pattum kettu ratri ll ponam naisa	Positive
6796	6796	trailer kaanikan udheshichavar padam full kaanichu ithilude...best	Mixed_feelings
6797	6797	oru rakshayillaatha triler ithu pollikkum	Positive
6798	6798	mamankathinte naatukar tirur tirunnavayakkar adi like	unknown_state
6799	6799	avalude name veykkunille avar lead cheyyunna film alle..	Negative
6800	6800	mookuthi ozhike bakki ellam kandallo samadhanam	unknown_state
6801	6801	trailerinaayi kaathirunnavar like button adich pottikkk	Positive
6802	6802	adipoli pirates of the carebian le scene okke undalllo	unknown_state
6803	6803	leader k muraleedharan fans like here	unknown_state
6804	6804	adipoli trailer ipozhaan sherikum thrill koodiyath kaaanan	Positive
6805	6805	ithu polikkum allengil nammal adipoli akkum	Positive
6806	6806	prithviraj undennu arinju trailer kandavar like adiku  1:01 zayed masood	unknown_state
6807	6807	entho eee philim manasilott angu kerii pooyi..... enikku mathramaano???	Positive
6808	6808	jojuettaaa ningal oscaarin arhannaan.idokke engene saadikunnu.	Positive
6809	6809	ee onam pornju kond povum enn urappullavar like adi	unknown_state
6811	6811	phonil ithinte audio undengilum idaykku ivide vannu kaanum	Positive
6813	6813	dislikes inde 100 alla 200 madangu likes adikkum ..athan lalettande power	Positive
6814	6814	joshiyetta new delhi kushesham  oru majik. besh wishes	Positive
6816	6816	ithenthaa ithinidaikk illuminati symbol okke thalli ketyekkunnallo... lucifer pidikkan nokkunnathaavum...	unknown_state
6817	6817	janapriyan jail vitt vere kaliyillaa... all the bst tm	Positive
6818	6818	eee sinimayude thirakkatha lisi joyi ennoru ezhuthukaariyude novalile katha eduthu ezhuthiyathaanennu facebookilum,puratthum aaropikkunnund. padatthinte samvidakanum,mattullavarum ithonnum shradhikkaathathaano,atho kandittum kandillennu nadikkukayaano.	Negative
6819	6819	laast dialogue shine nigatthinittu vechathaanonnu oru dautt	unknown_state
6821	6821	prajapati sinima hairstyle oru cooling glass‌ rajinikanth dailock  aavarthanam	Negative
6822	6822	luciferinte ariyepadathe 26 varsham kgf mayittu cherthu our pan india padam edukannavar hit like	unknown_state
6823	6823	raja pillerum stronga double allah. triple strong	Positive
6824	6824	nalla koottukaar eee pacha aikkanil onnu click cheythu ente eee chaanal onnu support cheyyane please	unknown_state
6825	6825	enta ponno..  masss  ettan	Positive
6826	6826	laalettante oru mikacha padam thanne aakum big brother	Positive
6827	6827	views ethrayaayenn 5	unknown_state
6828	6828	eee sthalam  ningal kandillengil keralatthile ettuvam manoharamaaya sthalangalil onnu ningal kandilla ennu  parayendi varum. eee oonathinu pookaam nelliyaambathiyile pakuthippaalatheykku. gavi pole sundaramaaya nelliyaambathiyile  pakuthi paalam.  famili aayi kaadinullil  tamasikkaan oridam. keralatthile ettuvam manoharamaaya sthalam appo  ellaavarum kaanum oppam share cheiyumennu vishwasikkunnu	unknown_state
6829	6829	trailer nannayittund.  dialogues n punch pora...  onnoode kidilan aakamayirunnu	Mixed_feelings
6830	6830	shane nigathine ishtamallavar like adi	unknown_state
6831	6831	dialougue okke lkg piller parayunna poleyund	Negative
6832	6832	pakka mass..... ikkka heavy    bgm pwolich	Positive
6833	6833	e sooraj comedy anel padam odum .. serious carecter anel. padam poliyum	Mixed_feelings
6834	6834	divasavum views umm like‌ umm ethrayaayi ennu vannu nokkunna njaan... ennepole vere aarenkilum undengil like‌ cheyyoo	unknown_state
6835	6835	njaanum kandilla mookkutthi. vada maathre kandolu	unknown_state
6836	6836	enta ponnooo..... adaar item.... ith pwolikkum..	Positive
6837	6837	made in china aayatu kondu oru samshayam. pothuve chainees saadhanangalkk gunamenma kuravaayirikkum. long life undayirikkukayumilla... athupole aavumo entho ?.....	Mixed_feelings
6838	6838	ikkayude ettavum valia power eee online phaans aanu......padavum pattum okke ethra veruppichaalum social mediayilum youtubelum vannu padavum pattum thettidharippikkappedu....i am the sorry aliyaaa ennu thudangunna kure oola posttukalum kamantukalum....athinu like idaan oru 500 mandanmaarum	Negative
6839	6839	njan oru katta ettan fan annu enkilum....ithu polikum	Positive
6840	6840	iii 68 carren 2020 bharikkum katta  waithing   love you ikka	Positive
6841	6841	enthanavo ee 256 windows kunjappanmar ....	unknown_state
6842	6842	1:01 raju ettan as zyed masood	unknown_state
6843	6843	linto kuryante editting kaanaan vendi kaathirikkunnu	Positive
6844	6844	mavoist allla movoistinde achan vannaaalum nammal adichodikkumm	unknown_state
6845	6845	padam kandittu paattu kaanumbol ulla feel..... enthaale....	Positive
6846	6846	eee  paatt  veendum  veendum  kaanaan  thonniyavar  like adikkuka.	Positive
6847	6847	thallu vidunna moopanu pakaram appan  daddy girija  peter hein fight ( parannadi) pulikk pakaram patti  pinne mainayum same costume (anushree)  .	Negative
6848	6848	ayyo ayyo onnum parayan illaa	Positive
6849	6849	laletta oru raksha illaa all over super annu.. thanks to prithvi	Positive
6850	6850	manjuvarrier# asuranu  munpum  sheshavum🥰	unknown_state
6851	6851	jojoyude chettante abhinayao athu oru athbhudam aanu unbelievable  super film first half full chirippichum second half full karayippikkem cheytha suuppar film	Positive
6852	6852	kollaam.. kidu.. pairetts oof caribean.. seerees.. muzhumanu njammal.. kandittundu.. marakkaare..	Negative
6853	6853	ithu vare kanda mohanlal sinimakalude traileril vechu ettavum mosham ...short philim trailer  pole	Negative
6854	6854	eee paattu seane theeyettaril nalla karaa ghoshamaayirunnu	Positive
6855	6855	kannondu chollanu... mindaandu mindanu‌.....  jayachandran saare.... pinnem athu thanne eduthu pedachu llay... ennaalum rasamundu	Mixed_feelings
6857	6857	haters kond vaare kayy adipikkum athane sheelam	Positive
6858	6858	chill roomil kudungi ice aaayi ppopya penkuttiyue katha	unknown_state
6859	6859	guppy  vizhungiya  maanikyakkall  ennaayirunnu chernna peru  #	unknown_state
6860	6860	my santa :   mamangam :	unknown_state
6861	6861	etu rolem evda ok ane scriptm direction ok anenki aalu takarkm	Positive
6862	6862	schoolile pillare kandille thaadiyum meeshayum okke undllo 🤔	Mixed_feelings
6863	6863	ittimani  mass ahnn manasuman	unknown_state
6864	6864	maamagathinte munpill pottan pokunna cinima. maamagathinte rashass kandahar super abipramanu parannathu	Negative
6865	6865	ith polikkum polichadukkum ella rocordum eduthuvacho brother varunnund makkale	Positive
6866	6866	addict aavaanullathonnum illa ithil..... dailly, oru 10-20 praavashyam kelkkunna njaan thanne addict aayittilla.... pinnalle.....	Positive
6867	6867	ithilum umbia triler swapnangalil maathram...oonam #lad kondu pookum	Positive
6868	6868	trailer kandappo thanne romaanjam limit break chiedhu....cinima kandaal romaanjam kondu marikkum....	Positive
6869	6869	katta  feeling  shine  nigam  suuppar	Positive
6870	6870	kettu kondirikkumbol orikkalum theeraathirunnenkil ennu aagrahichupoya paatt .... ennaa feelinga 🥰	Positive
6871	6871	all the best ikka.... oru ettan fan	Positive
6872	6872	innale shylok teaser kandittu kittiyathinte iratti thrill ividunnu kittiyoru vannu like adikku	unknown_state
6873	6873	aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like.....	Negative
6874	6874	itharam type oola mass sinimakal inii ethra kaalam oodumalle	Negative
6875	6875	rajuetan direction kidilanavumenn ee trailer kandal urappikkam.. oru rakshayumilla	Positive
6876	6876	itti maanikk ekkaafaansinte ashamshasakal padam kidukkatte  onnu balaalsangham cheyyaan nokkiyathaa punny paali pooyi viidiyoo kaanaan ente profile pikkil onnu click cheyyaamo nalla mothalaan viidiyoo kandu noock ishttappedum shuvar	unknown_state
6877	6877	()inna pidicho ninte mookkutthi. inii immathiri theetta kesumaayi vannekkaruthu..	unknown_state
6878	6878	srk teey fan pole aavathe irunnaa mathi	Mixed_feelings
6879	6879	aadyam eee katha nadakkunna kaalaghattatthe  manassilakkuka.... ennittu  dayaloginekkurichu  kamant‌ adikkuka... ettante pillere like adikkedaa..	unknown_state
6880	6880	haters 🤭🤭🤭🤭🤭🤭 ethoke onu kand nokaane......trolumbo....noki troluuu	Positive
6881	6881	trailer kollaam.. pakshe abhinayikkunnavarude mukhathokke bhavangal undaayaal mathiyayirunnu	Mixed_feelings
6882	6882	thallu kittya aannungalunde pole nerkkuner theerkkannam atha thrissur reethi	unknown_state
6883	6883	uff  ente ponoo wait chyan vayye ikka	unknown_state
6885	6885	ipo allarkkum manasilayille lalunni charitra padam cheytal ingane undakum enn this is odiyan 2	Negative
6886	6886	kathaapaathrathinte  poornathakk  vendi   shareeravum  manassum  thyejikkunna  mothalu  the unique actor	Positive
6887	6887	#mamangam 2019 it will be an epic. mammukka uyir	Positive
6888	6888	santaclos internaashanal ayirikkum... pakshe ninte aagrahangal... athu local matheetto.....0.39:0.43..	unknown_state
6889	6889	mikachamalayaala gaanarachithakkal marichu poya nashtam iii paatt kelkkumbozhari yaam	Negative
6890	6890	serikkum ithu pandatthe oru kalaaroopamaanu ennu manasilaayavar undo?	unknown_state
6891	6891	mamankam trailer kandathinu shesham lucifer trailer kanan vannavar undo ?	unknown_state
6892	6892	verutheyaanu eee pranayam okke pennungalkk‌ paisa mathi veronnum venda... innathe kaalathu ithupolulla pranayam kaanaan polum kittilla..... butt‌ ingane pranayam ullavar lucky aanu..... superb soong	Positive
6895	6895	joju romance pwoli nyla my fav	Positive
6896	6896	fdfs.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩	Positive
6897	6897	shanshu illaatha tray‌larr njangal aal kerala shanshu  phaans ghadakam bahishkarikkunnu	unknown_state
6898	6898	nthu‌ oola triler aanado.. aaraa ithinte edittar	Negative
6899	6899	ethippoo kootharayile   mohanlalinte make over aayinda...	Mixed_feelings
6900	6900	oru klaass‌ moovi teey.... manam..... adikkunnallo....	Positive
6901	6901	theyyangal ,mithukal ,phook‌lore,rituals enniva kaananaayi sandarshikku ... facebook page :  :	unknown_state
6902	6902	enik. albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. kanum. legend.	Positive
6903	6903	aaroo oraalalla ente eattan my big brother	unknown_state
6904	6904	kore kalathinu sheshaa to idu mmakk aghoshikkanulla vagayind aliyaa orapp	Positive
6905	6905	model school 🤩🤩🤩 romanjam  trivandrum	Positive
6907	6907	nilapakshi touch‌ ...  maradona..  sushin veendum	unknown_state
6908	6908	avakku 2 weak koduthhhittu kannadi nokkan para	unknown_state
6909	6909	athu nammude poomaratthile penkochalle?vere aarem manassilayilla.kgf kandappo villante gaang aano alle ennu kanfyooshan adichapole aavo ithum.. 🤓🤓🤓	unknown_state
6910	6910	aduta fahadkka anu mone ne...@shane nigam	Positive
6911	6911	katta waiting  adi macha like	unknown_state
6912	6912	innathe kaalathu erangunna ooroo padangal  ---- kumbalanga,thannimathan \r inii adutha padamenthu paadavalengaayaano aavo???	Negative
6913	6913	eeth  adipoli teaserilum kanum diss like adikkan oronn poyi chachoodedo ninakokke	Negative
6914	6914	mammootoodie dance enth rasa kannu niranjupoyi.aa mohanlal okke kandupadikette.	Positive
6915	6915	maargam kalikkaarikalkku laalettante oppam pidichu nilkkaan oru maargam kaanichu kodukku‌	unknown_state
6916	6916	ini aarkkum onnum parayaanillallooo remember the name: laleettan	Positive
6917	6917	kozhi actor ennu.  arcada vilikkendeee	Negative
6918	6918	arhikkunna amgeekaarangal nishedhikkappetta abhi ikkayude aathmaavin abhimanikkaam eee makaniloode .... abhinayamalla jeevikkukayaanu pahayan ....	Positive
6920	6920	malappuram jillayile mini oottiyil povunnavar eeyoru adipoli view point miss cheyyaruthu....mini oottiyil ninnum 1.5 km oolam malaa kayari poyaal  thiruvona malayilethaam...	unknown_state
6922	6922	chila thinmaye jayikkaan devan ayaal poraa athinu asuran thanne avatharikkanam	unknown_state
6923	6923	annum innum vismayam daasettante shabdam  mammookkayude sund aayi daasettante shabdam valare maachu aanu	Positive
6924	6924	njaan aduthu kaanunna padam ithaayirikkum.	Positive
6926	6926	arjun reddy	Mixed_feelings
6927	6927	ithokke school pillere poy kaanikk saare.	unknown_state
6928	6928	tovinok pakaram unni mukundan mathiyarunnu....	Mixed_feelings
6929	6929	eathennathaa malayaalathil motham psycho yude kaalamaano	unknown_state
6930	6930	vyshak sir trailer search cheythitt kittunilla innala kittiyirinu	unknown_state
6931	6931	sagarji de songs nu vendi wait cheyyunnavar aaarokke.....	unknown_state
6932	6932	katta ettan fan pakshe entho manasu parayunu  ith thakarkum	Positive
6933	6933	ithil polikkan pokunneth aah pillera50 more newcomers aahaa	Positive
6934	6934	ninglu kuttam paranjooo... but music pwoli aanuu gopi annan mass	Positive
6935	6935	nalla oru police movie kanan orungikko	Positive
6936	6936	daas sarr angu oru athbhutham thanne..	Positive
6937	6937	trailer releasin munpe vann dislike adich pokunna kure vaanangal... 🤐 antha bayam irkattum...	Negative
6938	6938	ithann njangal kaathirunna vintage ettan  love you etta	Positive
6939	6939	kuntham poyaal kudatthilum nokkanam ennalle... onnu nokiok... inii mookkutthi mukkupandamayundaavo eee dance...	unknown_state
6941	6941	paatt erangunnathinu munpu ivide karangunnavar neela mukkeet poye	unknown_state
6942	6942	varikalude  nilavaaram   kurachoode  mechappeduthaam  shrayaakhoshaal  paadiyathukondu  maathram  paatt  kelkkaan  nalla  pheel	Mixed_feelings
6943	6943	mikkawar producer eduthu panayam vachu kaanum evalude mookkutthi...	unknown_state
6944	6944	adipoli 120 k aayii...   bot bot	unknown_state
6945	6945	tripple strong nnn paranjapam daridryam akumn vjarich....idh takarthuto....waiting...ee prayatilum thalarata aavesham....ingal vallatoru manusyan thanne	Positive
6946	6946	aaro oral alla ente ettan  my big brother	unknown_state
6947	6947	ithu ithupole thanne kandaal aalukal kayyadikkum ennu ithu editt‌ cheythu pracharippicha tholvikalkkum nannayi ariyaam. aaa pedi aanallo avarekkond ithu editt‌ cheyyippichathu   mammooka	Positive
6948	6948	ithu kandappo shaarookhaante fan padam oormma vannoo ...	Mixed_feelings
6949	6949	eee a10 aarokke swantham a10 aayi  kaanunnu	unknown_state
6950	6950	ikka fans mathram oru like thanne	unknown_state
6951	6951	saleem kumarinu old look (pokkiri rajayile look) aayirunnu kooduthal chercha	Mixed_feelings
6952	6952	eadenkilum hollywood sinima pole saamyam thonniyo aarkenkilum??	unknown_state
6953	6953	aanandam...oru vadakkan selfi...chunk‌shh...ethrayaado eee mekkine sahikkuka. vere subject onnumille bhaay. ningade mekkile 3 varshathe katha njangade bii.coom classil oru divasam nadakkum. supply, pennu, vellamadi, aakhosham...ithaayirikkum meck. pakshe yadhaartha sneham, pranayam, koleju rashtreeyam, saahithyam, sahrutham...ithellam ariyanel nee bii.komilekku vaadaa.....kaanichu tharaam	Negative
6954	6954	enta ikka........ningal njangale ingana vismayippikkalle  ...	Positive
6955	6955	hufff bgm.ikkka mass pakka masss	Positive
6956	6956	verum  nadathavum iruttavum mathrame  ullu	Negative
6957	6957	nammal aaytt arudeyum nenjath kerarilla siree	unknown_state
6958	6958	kottayathe pani theeraatha aakasappatha( padavalam panthal) kandavar like..	unknown_state
6959	6959	best acter movie arkakilum orma vanno idh kandppol	unknown_state
6960	6960	edhe adha padam edhe oru hendhi movie alla	unknown_state
6961	6961	35 koliyil varunna siddiq‌ - mohanlal moviye kandam vazhi oodikkaanaanu intha asuran varunnathu  kodoora mass entertainer	Negative
6962	6962	ippo kaathirikkan ulla reason 2aayi #mammookka & #linto kurian	Positive
6964	6964	malayalam film industry’il ithrem manly look’um style’um ulla nadan vere indaayttilla...🤘	Positive
6965	6965	ethu polikkum makalle. our king is back	Positive
6966	6966	hindi film fan nte vibe kitti	Mixed_feelings
6967	6967	ettan fans like button pottich kaanich kodkk	Positive
6968	6968	ande ponno kili poi trailer kanditt	Positive
6969	6969	e manushyan laletta i love u	Positive
6970	6970	pinne japan ne kurich parayanda ...nalu bengalikal ninn randu sidelnn mannu valichu kadalilekk ittal theeravunnathe ullu	Mixed_feelings
6971	6971	feel good kand maduthavarkkaayitha ichayante  mass masala padam	Positive
6972	6972	last title bgm kola masss..	Positive
6973	6973	enna parayana  onnum parayanilla	unknown_state
6974	6974	kondu ...qataril vachu. eni nattil poyi kaanum...kaananam. behind political thriller	Positive
6975	6975	padam release aytt arengilum trailer kaanunnundo	unknown_state
6976	6976	ikkaa .. oru rakshayumilla kinnam kaachiya trailer...	Positive
6977	6977	ikka vere level	Positive
6978	6978	eee  sinima  suuppar  ayirikkum manju chechi  ningal  oru  sambhavam  aanu  ketto  chechi  polichu  adukki  eee sinima  theeyattaril varaan kaathirikkunnu	Positive
6979	6979	trailer ondakaan aarinjoodel.....valla trollanmarku koduthoode....allel...rcm promo and remix karku koduthude....chumma minichu thannene....ithu orumathiri...ayye	Negative
6980	6980	last scene kalakki.... can't wait to watch	Positive
6981	6981	onnil kuduthal thavana kandavar like adike	unknown_state
6982	6982	thiyettarulikal ilakki maricha... kuratthi... 🥰...   parihasikkunnavarodu ente naduviral namaskaram  eee praayatthilum angera vellan aarundado... eee bhoomi malayaalathil.... undel kaanikku.. allengil valla maalathilum pooyi olicho... oruthanum choriyaan ingot varanda.... adii makkale like‌....	Negative
6983	6983	eee padam vijayikk ennu urappullavar like adikku    fahad, sheyne, sabin, bhasi oronnonnara combo thanne	Positive
6984	6984	twist enthaanenn trailer kandappol thanne manassilaayi	Negative
6985	6985	adichu makkale... 10m.. epozhm trailer kanunnavar undo??	Positive
6986	6986	trailer kandite padam oru average poleyann	Mixed_feelings
6987	6987	padam adipoliyaanu.ithu polulla movies iniyum undaavanam.very natural acting.ee padam ishtappettavar  evide like adikkoo	Positive
6989	6989	raja  ellam adich toofan aakum	Positive
6990	6990	robert de niro dae the fan polle vello anno	unknown_state
6991	6991	aadu 2 moovi dayarak‌turr alle mithun 🤔🤔🤔	unknown_state
6992	6992	uyiril thodum thalir viralaavane nee arike nadakkane alayum chudukaattinu koottinayaay namoru naal kinakkudilil chennanayumiru nilavalayay  aarum kaanaa hridayathaaramathil uruki naamannarum kelkka.. pranayajaalakatha palavuru parayumo  uyiril thodum kulir viralaayidaam njaan arike nadannidaam alayum chudukaattinu koottinayaay namoru naal kinakkudilil chennanayumiru nilavalayay  aarum kaanaa hridayathaaramathil uruki naamannarum kelkka.. pranayajaalakatha palavuru parayumo  vazhiyorangal thorum thanalaayee padarchilla nee kudayaay nivarnnu nee novaaraathe thoraathe peyke  thuzhayolangal pooll niin kadavathonnu njaan thottu melle kaatte chillayithil veeshane kaare ilayithil peyyane  melle theeramithilolangalolangayi nee varoo  uyiril thalodidum uyiraayidum naam namorunal kinakkadalil chennanayumiru nilaanadiyaay  aarum kaanaa hridayathaaramathil uruki naamannarum kelkka.. pranayajaalakatha palavuru thudarumo	unknown_state
6993	6993	trailer ennoke paranja ethanu ..ente ponn hari anna ethonn onn eduth kaanu	Positive
6994	6994	kurbbana kuu‌tii semitheriyil praarthichum  2 kiloo pothirachi vaangi veettil ponam   athaanallo nasraanikalude oru sheelam eee oonam ittichanoppam    september 6 🤩🤩🤩🤩	Positive
6995	6995	angu vaikundapurathu enna alluarjun dubbing movieyude 1day teaser views polum malayaala soopparstaar mammukkakum, lalettan illa ennu orkkumbol kashttam thonnunnu	Negative
6996	6996	sunny chachi kananan vanndi trailer 10 thavana kanda njan-x🤤	Positive
6997	6997	like adichavarokke onnu ividem kudi like adichu poney	unknown_state
6998	6998	nyan katta ikka fan annu but nthu ulla pattu aanu	Negative
6999	6999	kuruppottal fans neeii onnum iyyede aayitt kaanaan illallo maamaankatthinte range manasilakkiyathukondaavam🤭	Positive
7000	7000	killi pooyi eee soong kelkkunna aarenkilum undo	unknown_state
7001	7001	thanthonnic shesham veendum pritviraj and surajettan combo.  katta waiting.....  fdfs locked.	Positive
7003	7003	nammude malayaalam sinima motham ippol vere level aayi..  classinu klaass‌..  maasinu mass.  maranamasinu  marana maas.. hoow kaanaan kothiyaayitt paadilla..	Positive
7004	7004	teaser okke kollam pakshe director kollilla nalla story polum over action sequense kanich kulamakkum   . .  ithavana athellam thiruthumennu prathishikkunnu  beat of luck #ikka	Mixed_feelings
7005	7005	ithini shahrukh khaante faaninte remake vellom aano??? 🤔	Mixed_feelings
7007	7007	appo booking eppalannu start aavane 🤩🤩🤩🤩	Positive
7008	7008	onnum  parayaanilla  mone  oru  onnonnara  padamaayirikkum	Positive
7009	7009	paatt  polichu  itticha nean maas oonam eatta ene > ppam	Positive
7010	7010	srk yuda fan cinema orama varunu	Mixed_feelings
7011	7011	onta swabavam ingakk ariyille? ayine kondanallo ona mechilek vittath..appo aadayum pennu... kannur slang alle athuuuuu :* :*	unknown_state
7012	7012	face kanikkathe mass kanikkanamengil ikkakke sadhikku	Positive
7013	7013	njaan kaathirunna padam ethi makkale ellaarudeyum phul support ulla malayaalikalude nadan	Positive
7015	7015	daivame inii undaakumo ithu pole oru manushyan, njangalude swantham mammukka	Positive
7016	7016	amala paul  nte aadai cinemayum aayi saamyam thoniyavar undo?	Mixed_feelings
7017	7017	iii oonam lalettan kondu pookum makkale	Positive
7018	7018	trailer release aakunnathinu munnae 1.3k dislike ooo	Negative
7019	7019	laletta inghal pande vera level aah...pande nenjil kond nadakunaathaa ente swantham lalettanelub uh laletta	Positive
7021	7021	inganathe padam irangunnathu enthukondum nallathaa i pakshe malayala prekshakar full support aayirikkanam  full support kattakku🤛🤛🤛🤛🤛🤛🤛🤛🤛🤛	Positive
7022	7022	ufff poli  chekkan kidukki  hbd ikka	Positive
7023	7023	ayyo dharidhryam.avideyum undada lallettan prescence.qureshi.qureshi abraham.lucifer	unknown_state
7024	7024	kukkuthi kukkuthi song  ufff polii	Positive
7026	7026	jayasurya faansinte vijayashamsakal  thrissur pooram december 20	Positive
7027	7027	nice movie anu .  but  ella trailer ulla ella sceneum filmil ella.	Positive
7028	7028	prachitehlan uffff.......................songil kandu kaliyakkiyavarkokke yulla marupadiyayirikkunnu ee trailer	unknown_state
7029	7029	inniyum likeum viewsum kayarumennu urappullavar like adichech poookkooo	unknown_state
7030	7030	eee moovi oru rakshayum illah ! kyash povilla dhairyamaayi thiyettar ll pooyi thanne kaanu oru apeksha aanu ! nalla sinimakal marichittilla ennathinte thelivaanu eee sinima vineet chettan ozhichu backie ulla almost aalukalum puthumukhangal aanu ! but enthaa abhinayam .ellaavarum thakarthu   aniyara pravartthakarkkum abhinayichavarkkum abhinandanangal	Positive
7031	7031	dhey pongi!! 🤜 [kodathi samaksham siddeekh.jpg]	unknown_state
7032	7032	padam   pole anu muthe	Positive
7033	7033	jai mechanical ... coco cola pepsi mechanical sexy	unknown_state
7034	7034	hareeshine ulupedutharnnu kuttikalude koode oru comedy illa	Mixed_feelings
7035	7035	all the best shylock lalletan fans nte ella aashamsakalum mamooka mass katta waiting	Positive
7036	7036	ente ponno aaradeyo mukkutthi kaaranam ijjati kamants aanallo	unknown_state
7037	7037	ithu lalettan abhinayicha naadakatthile dialogue aanu.....  ithum vechu compare cheyyano.....padatthine official vannaalalle parayaan pattoo.........	Mixed_feelings
7038	7038	80kalile joshi sarr thirichu varunnu	Positive
7039	7039	10 _ 30  poora..readkm 10_ 60 allleeee...	unknown_state
7040	7040	frushes komadi aanallo chirichu chirichu chavaaraayi	Positive
7041	7041	eathaanum minittukalkkullil 1m  adikkunnathaayirikkum  ippam 999 k	unknown_state
7042	7042	ittimani made in china theeyattaril pooyi kaanum ennu urappullavar like adichu ittimaniye  prolsaahippikkuka	unknown_state
7043	7043	aa kaalathe samskaravum reethikalumayi scenes and song yojikunnathayi thonunilla.  mamangam 2019 il nadakunath pole und.	Negative
7044	7044	enthu trailer aadoo ithu koodaathe 90leeii dialogum. biriyani pratheekshichu vanna enikku kanji kittiya avasthayaayi . allelum ivide kanji koduthalle sheelam.  eee bigb ennokkeyulla peridumbol athoru brand akkia mothalundu oorthaal nann	Negative
7046	7046	10 varsham munbu rajamaanikyam aayirunnengil inii oru otta peru shylock	Positive
7047	7047	manju vinte shakthamaaya kathaapaathramaanennu urappayi	Positive
7048	7048	arkum vram evanum varam ....pulikkatti eathu poocha kkum  varam.......ikka	unknown_state
7049	7049	oru reksheyum illa kandittu oru tamil padam feelings	Positive
7050	7050	0:42 eebakam kelkkumbol ith pole ethoo song ullath pole	Mixed_feelings
7052	7052	oru kaaryam enikku ippo ariyanam, immi sinima kandu karanju pandaaram adangiyathu njaan maathram aano?	unknown_state
7053	7053	sinimayil unnimukundan aanu heero ennu mammukka	unknown_state
7054	7054	manjuvinu police vesham kittiyal valare nannayirikkum	Positive
